,area_type,availability,total_sqft,price
12795,Super built-up  Area,19-Feb,1650,125.0
12796,Plot  Area,Ready To Move,1000,300.0
12797,Super built-up  Area,Ready To Move,1485,63.0
12798,Super built-up  Area,Ready To Move,1735,97.0
12799,Super built-up  Area,Ready To Move,1730,175.0
12800,Super built-up  Area,Ready To Move,1684,86.0
12801,Super built-up  Area,Ready To Move,1686,77.0
12802,Super built-up  Area,Ready To Move,1654,82.0
12803,Built-up  Area,Ready To Move,1600,105.0
12804,Built-up  Area,Ready To Move,1100,39.9
12805,Super built-up  Area,Ready To Move,1655,95.0
12806,Super built-up  Area,Ready To Move,1830,121.0
12807,Super built-up  Area,18-Apr,1430,85.0
12808,Super built-up  Area,Ready To Move,1989,155.0
12809,Super built-up  Area,Ready To Move,1044,55.0
12810,Super built-up  Area,Ready To Move,1426,85.0
12811,Super built-up  Area,Ready To Move,1115,50.0
12812,Super built-up  Area,Ready To Move,1000,29.0
12813,Plot  Area,18-Jan,754,69.99
12814,Built-up  Area,18-Dec,1140,33.06
12815,Super built-up  Area,Ready To Move,900,35.0
12816,Built-up  Area,Ready To Move,1200,50.0
12817,Built-up  Area,Ready To Move,580,45.0
12818,Plot  Area,Ready To Move,1200,66.0
12819,Super built-up  Area,18-Apr,1030,50.36
12820,Super built-up  Area,Ready To Move,1910,150.0
12821,Super built-up  Area,Ready To Move,1950,132.0
12822,Super built-up  Area,Ready To Move,1724,125.0
12823,Plot  Area,Ready To Move,1200,130.0
12824,Plot  Area,Ready To Move,1314,225.0
12825,Built-up  Area,Ready To Move,1400,65.0
12826,Super built-up  Area,Ready To Move,1400,68.0
12827,Super built-up  Area,Ready To Move,1115,44.6
12828,Built-up  Area,Ready To Move,1300,55.86
12829,Built-up  Area,Ready To Move,2400,150.0
12830,Super built-up  Area,19-Jul,1332,108.0
12831,Super built-up  Area,Ready To Move,1000,41.0
12832,Plot  Area,18-Dec,1200,67.75
12833,Built-up  Area,Ready To Move,2444,145.0
12834,Super built-up  Area,Ready To Move,1070,48.0
12835,Super built-up  Area,Ready To Move,1600,85.0
12836,Super built-up  Area,Ready To Move,1196,57.95
12837,Super built-up  Area,Ready To Move,1025,54.0
12838,Super built-up  Area,Ready To Move,1220,56.0
12839,Super built-up  Area,Ready To Move,2180,180.0
12840,Super built-up  Area,Ready To Move,1600,102.0
12841,Built-up  Area,Ready To Move,1270,110.0
12842,Built-up  Area,Ready To Move,3290,460.0
12843,Super built-up  Area,22-May,1932.47,183.0
12844,Super built-up  Area,Ready To Move,2086,160.0
12845,Super built-up  Area,19-Dec,1165,51.42
12846,Super built-up  Area,Ready To Move,1310,63.25
12847,Super built-up  Area,Ready To Move,1440,165.0
12848,Super built-up  Area,Ready To Move,1900,85.0
12849,Built-up  Area,Ready To Move,740,22.0
12850,Super built-up  Area,Ready To Move,2503,138.0
12851,Super built-up  Area,Ready To Move,1075,60.0
12852,Super built-up  Area,18-Aug,1260,83.5
12853,Super built-up  Area,Ready To Move,1282,48.72
12854,Built-up  Area,Ready To Move,1100,60.0
12855,Super built-up  Area,Ready To Move,1717,125.0
12856,Super built-up  Area,18-May,1088,46.0
12857,Super built-up  Area,Ready To Move,1335,56.0
12858,Super built-up  Area,Ready To Move,1200,42.0
12859,Super built-up  Area,Ready To Move,1325,60.0
12860,Super built-up  Area,Ready To Move,1157,73.0
12861,Super built-up  Area,21-Dec,2204 - 2362,121.0
12862,Super built-up  Area,Ready To Move,1200,54.0
12863,Super built-up  Area,Ready To Move,1510,65.0
12864,Super built-up  Area,Ready To Move,1050,54.0
12865,Super built-up  Area,Ready To Move,1200,45.0
12866,Super built-up  Area,18-May,1516,147.0
12867,Plot  Area,Ready To Move,2400,475.0
12868,Super built-up  Area,18-Dec,1050,44.41
12869,Plot  Area,Ready To Move,1000,66.0
12870,Super built-up  Area,18-Mar,1050,35.0
12871,Plot  Area,Ready To Move,600,110.0
12872,Super built-up  Area,Ready To Move,1194,65.0
12873,Plot  Area,Ready To Move,600,62.0
12874,Super built-up  Area,Ready To Move,1210,69.0
12875,Super built-up  Area,Ready To Move,1660,110.0
12876,Super built-up  Area,Ready To Move,1410,125.0
12877,Super built-up  Area,18-Jun,1305,67.0
12878,Built-up  Area,Ready To Move,1800,101.0
12879,Built-up  Area,Ready To Move,1206,53.0
12880,Super built-up  Area,Ready To Move,883,49.0
12881,Super built-up  Area,Ready To Move,1150,55.0
12882,Carpet  Area,Ready To Move,1100,65.0
12883,Super built-up  Area,Ready To Move,1245,125.0
12884,Built-up  Area,Ready To Move,1850,110.0
12885,Built-up  Area,18-Mar,3385,220.0
12886,Super built-up  Area,Ready To Move,2150,85.0
12887,Super built-up  Area,Ready To Move,3895,390.0
12888,Super built-up  Area,17-Sep,1035,55.0
12889,Super built-up  Area,Ready To Move,600,72.0
12890,Super built-up  Area,Ready To Move,1200,75.0
12891,Super built-up  Area,Ready To Move,1155,69.18
12892,Plot  Area,Ready To Move,1200,235.0
12893,Super built-up  Area,Ready To Move,755,30.12
12894,Built-up  Area,Ready To Move,960,35.0
12895,Super built-up  Area,Ready To Move,450,20.0
12896,Super built-up  Area,Ready To Move,4000,680.0
12897,Super built-up  Area,Ready To Move,1571,53.12
12898,Super built-up  Area,Ready To Move,1691,119.0
12899,Super built-up  Area,19-Dec,1489,70.0
12900,Built-up  Area,Ready To Move,800,32.0
12901,Built-up  Area,Ready To Move,980,60.0
12902,Super built-up  Area,Ready To Move,1215,65.0
12903,Super built-up  Area,Ready To Move,911,26.5
12904,Super built-up  Area,Ready To Move,1535,90.0
12905,Plot  Area,Ready To Move,1200,205.0
12906,Super built-up  Area,Ready To Move,1500,70.0
12907,Built-up  Area,Ready To Move,1588,58.0
12908,Plot  Area,Ready To Move,675,68.0
12909,Built-up  Area,17-Sep,957,56.0
12910,Built-up  Area,18-Aug,1200,34.65
12911,Super built-up  Area,Ready To Move,1495,52.33
12912,Built-up  Area,Ready To Move,845,34.0
12913,Built-up  Area,Ready To Move,3000,350.0
12914,Super built-up  Area,Ready To Move,2206,180.0
12915,Super built-up  Area,Ready To Move,1181,61.0
12916,Super built-up  Area,Ready To Move,1309,69.5
12917,Built-up  Area,Ready To Move,1400,63.0
12918,Plot  Area,Ready To Move,1650,450.0
12919,Super built-up  Area,Ready To Move,1622,95.0
12920,Super built-up  Area,18-Apr,1225,48.0
12921,Super built-up  Area,Ready To Move,1719,95.0
12922,Super built-up  Area,Ready To Move,995,40.8
12923,Super built-up  Area,Ready To Move,1120,53.0
12924,Super built-up  Area,Ready To Move,1047,75.0
12925,Super built-up  Area,18-Apr,1466,59.96
12926,Super built-up  Area,18-Dec,1691,100.0
12927,Super built-up  Area,20-Dec,876,28.47
12928,Super built-up  Area,18-May,1659,135.0
12929,Super built-up  Area,Ready To Move,1270,105.0
12930,Super built-up  Area,Ready To Move,1269,50.75
12931,Super built-up  Area,Ready To Move,1200,80.0
12932,Super built-up  Area,Ready To Move,1153,56.5
12933,Super built-up  Area,Ready To Move,1315,69.5
12934,Plot  Area,Ready To Move,2485,198.0
12935,Super built-up  Area,Ready To Move,1354,85.86
12936,Plot  Area,Ready To Move,1344,130.0
12937,Super built-up  Area,Ready To Move,1180,55.0
12938,Super built-up  Area,18-Apr,1313,68.0
12939,Super built-up  Area,Ready To Move,1100,50.0
12940,Plot  Area,Ready To Move,600,78.0
12941,Built-up  Area,Ready To Move,1200,190.0
12942,Plot  Area,Ready To Move,625,78.0
12943,Super built-up  Area,Ready To Move,890,37.0
12944,Super built-up  Area,20-Dec,1173,78.2
12945,Super built-up  Area,Ready To Move,1190,55.0
12946,Built-up  Area,Ready To Move,1250,75.0
12947,Super built-up  Area,19-Dec,1644,80.51
12948,Plot  Area,Ready To Move,1740,150.0
12949,Super built-up  Area,Ready To Move,1710,110.0
12950,Plot  Area,Ready To Move,1000,130.0
12951,Super built-up  Area,18-Feb,1662,155.0
12952,Super built-up  Area,Ready To Move,1162,48.0
12953,Super built-up  Area,Ready To Move,1362,85.0
12954,Super built-up  Area,Ready To Move,540,22.5
12955,Super built-up  Area,18-Nov,1437 - 1629,75.885
12956,Plot  Area,Ready To Move,900,62.0
12957,Plot  Area,Ready To Move,1250,135.0
12958,Super built-up  Area,Ready To Move,1410,54.99
12959,Plot  Area,Ready To Move,2665,125.0
12960,Built-up  Area,Ready To Move,970,45.0
12961,Built-up  Area,Ready To Move,1799,101.0
12962,Plot  Area,Ready To Move,1500,300.0
12963,Plot  Area,Ready To Move,1200,155.0
12964,Super built-up  Area,18-Dec,1810,97.83
12965,Super built-up  Area,Ready To Move,1084,51.0
12966,Super built-up  Area,Ready To Move,1500,85.0
12967,Super built-up  Area,Ready To Move,1328,56.0
12968,Built-up  Area,Ready To Move,1485,90.0
12969,Super built-up  Area,Ready To Move,1500,58.0
12970,Super built-up  Area,Ready To Move,1100,85.0
12971,Super built-up  Area,Ready To Move,1360,73.0
12972,Super built-up  Area,Ready To Move,900,75.0
12973,Plot  Area,Ready To Move,600,86.0
12974,Super built-up  Area,Ready To Move,1031,54.48
12975,Super built-up  Area,20-Aug,850 - 1060,38.19
12976,Super built-up  Area,Ready To Move,1040,36.4
12977,Built-up  Area,Ready To Move,2800,110.0
12978,Super built-up  Area,Ready To Move,1404,56.15
12979,Super built-up  Area,Ready To Move,1200,46.0
12980,Super built-up  Area,Ready To Move,1267,78.0
12981,Super built-up  Area,Ready To Move,1510,110.0
12982,Super built-up  Area,21-Sep,900,42.0
12983,Super built-up  Area,Ready To Move,1457,105.0
12984,Super built-up  Area,Ready To Move,3596,268.0
12985,Super built-up  Area,19-Mar,1408,80.0
12986,Built-up  Area,Ready To Move,1005,45.0
12987,Plot  Area,Ready To Move,30400,1824.0
12988,Built-up  Area,Ready To Move,545,28.0
12989,Built-up  Area,Ready To Move,1182,64.0
12990,Super built-up  Area,18-May,1804 - 2273,122.0
12991,Built-up  Area,Ready To Move,1367,80.0
12992,Plot  Area,Ready To Move,1200,200.0
12993,Built-up  Area,Ready To Move,1100,199.0
12994,Built-up  Area,Ready To Move,1565,78.0
12995,Super built-up  Area,18-Feb,1720,128.0
12996,Built-up  Area,Ready To Move,1107,44.0
12997,Super built-up  Area,20-Jan,1360,78.19
12998,Super built-up  Area,18-Jan,625,25.0
12999,Super built-up  Area,Ready To Move,1701,145.0
13000,Plot  Area,Ready To Move,1350,120.0
13001,Super built-up  Area,Ready To Move,1016,39.95
13002,Super built-up  Area,Ready To Move,1500,90.0
13003,Built-up  Area,Ready To Move,900,45.0
13004,Super built-up  Area,Ready To Move,1500,150.0
13005,Super built-up  Area,Ready To Move,2292,285.0
13006,Carpet  Area,Ready To Move,1280,42.0
13007,Plot  Area,Ready To Move,1750,263.0
13008,Super built-up  Area,Ready To Move,1500,70.0
13009,Super built-up  Area,Ready To Move,1500,64.5
13010,Super built-up  Area,Ready To Move,1245,59.0
13011,Super built-up  Area,Ready To Move,1025,44.0
13012,Super built-up  Area,Ready To Move,1945,135.0
13013,Super built-up  Area,Ready To Move,1640,245.0
13014,Built-up  Area,Ready To Move,1348,80.5
13015,Super built-up  Area,Ready To Move,1100,55.0
13016,Super built-up  Area,Ready To Move,1616,40.0
13017,Super built-up  Area,Ready To Move,1855,135.0
13018,Super built-up  Area,Ready To Move,1255,56.5
13019,Plot  Area,Ready To Move,2040,500.0
13020,Plot  Area,Ready To Move,2400,228.0
13021,Super built-up  Area,Ready To Move,1195,59.0
13022,Super built-up  Area,Ready To Move,1022,35.0
13023,Plot  Area,Ready To Move,760,98.0
13024,Super built-up  Area,Ready To Move,1264,52.0
13025,Super built-up  Area,Ready To Move,1650,115.0
13026,Super built-up  Area,Ready To Move,1020,40.8
13027,Super built-up  Area,Ready To Move,4395,242.0
13028,Built-up  Area,Ready To Move,950,25.0
13029,Super built-up  Area,18-Jul,2710,142.0
13030,Super built-up  Area,Ready To Move,1936,131.0
13031,Super built-up  Area,Ready To Move,1075,58.0
13032,Super built-up  Area,18-Apr,1223,93.0
13033,Plot  Area,18-Dec,1500,61.9
13034,Built-up  Area,Ready To Move,1050,42.73
13035,Super built-up  Area,Ready To Move,2100,190.0
13036,Plot  Area,Ready To Move,1200,240.0
13037,Built-up  Area,Ready To Move,1650,130.0
13038,Super built-up  Area,Ready To Move,1495,78.0
13039,Super built-up  Area,Ready To Move,1500,82.0
13040,Super built-up  Area,21-Jul,1605,260.0
13041,Super built-up  Area,Ready To Move,1270,52.0
13042,Super built-up  Area,Ready To Move,1081,60.0
13043,Super built-up  Area,Ready To Move,1600,140.0
13044,Super built-up  Area,19-Jul,1596,118.0
13045,Plot  Area,Ready To Move,600,65.0
13046,Super built-up  Area,Ready To Move,1557,70.0
13047,Built-up  Area,Ready To Move,1410,68.0
13048,Super built-up  Area,Ready To Move,1984,148.0
13049,Super built-up  Area,Ready To Move,1196,60.0
13050,Super built-up  Area,21-Dec,2259,112.0
13051,Super built-up  Area,Ready To Move,1720,100.0
13052,Plot  Area,Ready To Move,600,99.0
13053,Built-up  Area,Ready To Move,1256,62.8
13054,Super built-up  Area,Ready To Move,1243,46.0
13055,Super built-up  Area,18-May,1310,37.83
13056,Built-up  Area,Ready To Move,1140,57.0
13057,Super built-up  Area,Ready To Move,1600,260.0
13058,Super built-up  Area,Ready To Move,1790,120.0
13059,Super built-up  Area,Ready To Move,1200 - 1470,72.76
13060,Super built-up  Area,Ready To Move,1674,81.0
13061,Plot  Area,Ready To Move,1200,100.0
13062,Super built-up  Area,Ready To Move,1786,79.99
13063,Plot  Area,Ready To Move,770,65.25
13064,Super built-up  Area,18-Dec,1035,47.0
13065,Super built-up  Area,19-Dec,1564,103.0
13066,Super built-up  Area,18-Mar,1334,67.76
13067,Plot  Area,Ready To Move,7150,3600.0
13068,Super built-up  Area,18-May,1365,53.96
13069,Super built-up  Area,Ready To Move,1115,50.0
13070,Super built-up  Area,Ready To Move,1020,42.48
13071,Super built-up  Area,Ready To Move,1369,72.0
13072,Super built-up  Area,18-Aug,1240,41.0
13073,Plot  Area,Ready To Move,600,100.0
13074,Super built-up  Area,Ready To Move,1418,62.0
13075,Built-up  Area,Ready To Move,2250,219.0
13076,Super built-up  Area,Ready To Move,500,20.0
13077,Super built-up  Area,Ready To Move,1020,39.0
13078,Built-up  Area,Ready To Move,1290,70.0
13079,Plot  Area,Ready To Move,1500,90.0
13080,Super built-up  Area,Ready To Move,1290,62.0
13081,Super built-up  Area,Ready To Move,1881,115.0
13082,Super built-up  Area,Ready To Move,943,49.5
13083,Built-up  Area,18-Dec,1140,32.93
13084,Super built-up  Area,Ready To Move,1035,60.0
13085,Plot  Area,18-Dec,1500,71.0
13086,Super built-up  Area,Ready To Move,5665.84,988.0
13087,Super built-up  Area,18-Apr,1232,94.28
13088,Super built-up  Area,Ready To Move,1290,56.12
13089,Super built-up  Area,Ready To Move,2610,306.0
13090,Super built-up  Area,Ready To Move,1576,58.7
13091,Super built-up  Area,Ready To Move,980,41.0
13092,Super built-up  Area,Ready To Move,4000,440.0
13093,Super built-up  Area,18-Jun,1346,74.03
13094,Super built-up  Area,Ready To Move,1181,55.0
13095,Super built-up  Area,Ready To Move,6652,660.0
13096,Super built-up  Area,Ready To Move,1307,59.0
13097,Super built-up  Area,18-May,1215,49.86
13098,Super built-up  Area,Ready To Move,1180,80.0
13099,Built-up  Area,Ready To Move,600,55.0
13100,Super built-up  Area,Ready To Move,1115,50.0
13101,Super built-up  Area,Ready To Move,1025,43.04
13102,Super built-up  Area,Ready To Move,1910,131.0
13103,Super built-up  Area,Ready To Move,1200,50.0
13104,Built-up  Area,19-Dec,2920,536.0
13105,Super built-up  Area,Ready To Move,1349,98.0
13106,Super built-up  Area,Ready To Move,1175,60.0
13107,Super built-up  Area,Ready To Move,1150,40.25
13108,Super built-up  Area,20-Dec,935,32.72
13109,Super built-up  Area,Ready To Move,1404,59.0
13110,Built-up  Area,Ready To Move,2700,230.0
13111,Built-up  Area,Ready To Move,1203,60.0
13112,Plot  Area,Ready To Move,440,35.0
13113,Super built-up  Area,Ready To Move,1571,63.0
13114,Super built-up  Area,Ready To Move,1125,46.0
13115,Super built-up  Area,18-Apr,610,18.5
13116,Super built-up  Area,Ready To Move,1198,80.0
13117,Plot  Area,Ready To Move,1200,65.0
13118,Super built-up  Area,Ready To Move,1200,45.0
13119,Plot  Area,Ready To Move,6688,700.0
13120,Super built-up  Area,Ready To Move,1830,95.0
13121,Super built-up  Area,19-Sep,1432,61.11
13122,Built-up  Area,Ready To Move,2300,70.0
13123,Super built-up  Area,Ready To Move,1331.95,69.0
13124,Super built-up  Area,Ready To Move,1876,160.0
13125,Super built-up  Area,18-Dec,1639,107.0
13126,Plot  Area,Ready To Move,1200,125.0
13127,Super built-up  Area,Ready To Move,1665,74.9
13128,Super built-up  Area,Ready To Move,1140,50.66
13129,Super built-up  Area,21-Dec,2093,134.0
13130,Super built-up  Area,Ready To Move,1450,60.9
13131,Super built-up  Area,18-May,1330,46.56
13132,Plot  Area,Ready To Move,1200,350.0
13133,Built-up  Area,18-Dec,1800,84.0
13134,Built-up  Area,Ready To Move,2872,183.0
13135,Super built-up  Area,Ready To Move,1486,65.0
13136,Built-up  Area,Ready To Move,1425,54.0
13137,Super built-up  Area,Ready To Move,1255,42.54
13138,Built-up  Area,Ready To Move,750,19.5
13139,Super built-up  Area,Ready To Move,1225,58.0
13140,Super built-up  Area,20-Jan,1274,90.0
13141,Built-up  Area,Ready To Move,4600,150.0
13142,Super built-up  Area,Ready To Move,1350,80.99
13143,Super built-up  Area,19-Jun,1100,64.08
13144,Super built-up  Area,Ready To Move,1760,139.0
13145,Plot  Area,18-Jul,1200,110.0
13146,Super built-up  Area,Ready To Move,1800,65.0
13147,Super built-up  Area,Ready To Move,1095,28.0
13148,Super built-up  Area,Ready To Move,1140,46.0
13149,Super built-up  Area,Ready To Move,1530,64.86
13150,Super built-up  Area,18-Feb,1724,140.0
13151,Super built-up  Area,18-Mar,1058,47.0
13152,Super built-up  Area,Ready To Move,1464,56.0
13153,Super built-up  Area,Ready To Move,1975,90.0
13154,Super built-up  Area,18-Nov,1112,58.0
13155,Built-up  Area,Ready To Move,1600,90.0
13156,Super built-up  Area,Ready To Move,1648,85.0
13157,Super built-up  Area,18-May,1100,32.0
13158,Super built-up  Area,18-Nov,509,23.0
13159,Super built-up  Area,21-Dec,2265,159.0
13160,Super built-up  Area,Ready To Move,1200,46.0
13161,Super built-up  Area,Ready To Move,530,18.0
13162,Built-up  Area,Ready To Move,1010,41.0
13163,Built-up  Area,Ready To Move,1150,45.0
13164,Super built-up  Area,Ready To Move,1340,75.0
13165,Built-up  Area,Ready To Move,1850,98.0
13166,Built-up  Area,Ready To Move,907,40.0
13167,Plot  Area,Ready To Move,1688,280.0
13168,Plot  Area,Ready To Move,1160,130.0
